NumStories,ParcelID,Height_Ft,FromH7,Residential Exemption,AC Type,Address,Bath Style 1,Bath Style 2,Bath Style 3,Bathrooms,Bedrooms,Classification Code,Commercial units,Community Preservation,Condition,Exterior Condition,Exterior Finish,FY2024 Building value,FY2024 Gross Tax,FY2024 Land Value,FY2024 Net Tax,FY2024 Total Assessed Value,Fireplaces,Foundation,Grade,Half Bathrooms,Heat Type,Interior Condition,Kitchen Style 1,Kitchen Style 2,Kitchen Style 3,Kitchen Type,Land Use,Living Area,Lot Size,Mixed-use units,Number of Kitchens,Other Fixtures,Parking Spots,Personal Exemption,Property Type,Quality,Residential Exemption,Residential units,Roof Cover,Roof Structure,Size/sqft,Style,Total Rooms,Total units (sum of values),Total units,Type,View,Year Built,distance,formatted,lat,lon,Centr_Lat,Centr_Lon,GoogleLnk,Ground_Elevation_Ft,Model_LOD,ZMax,ZMin
2,1501248000,27.73996383,0,"$3,610.53 ",None,48  TOPLIFF ST BOSTON MA 02122,Semi-Modern,Semi-Modern,,2,4,0104 (Residential Property  / TWO-FAM DWELLING),,$15.70 ,,Average,Vinyl,"$375,400.00 ","$6,270.77 ","$199,900.00 ","$2,675.94 ","$575,300.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"1,983 sq ft","3,185 sq ft",,2,0,2,No,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,10,,,,Average,1905,0.718492116,"48 Topliff Street, Dorchester, MA 02122, United States of America",42.30323,-71.06802,42.30323642,-71.06802099,"https://www.google.com/maps/search//@42.3012364209915,-71.0680209858188,263a,35y,39.46t/data=!3m1!1e3",55.76,1,83.49996383,51.00002883
2.5,1601210000,25.48374421,0,"$3,610.53 ",None,6  SILLOWAY ST BOSTON MA 02124,Semi-Modern,Semi-Modern,Semi-Modern,2,8,0104 (Residential Property  / TWO-FAM DWELLING),,$44.33 ,,Average,Vinyl,"$579,500.00 ","$9,133.11 ","$258,400.00 ","$5,566.91 ","$837,900.00 ",0,Stone,Average,1,Forced Hot Air,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,509 sq ft","4,354 sq ft",,2,0,3,No,Two Family,,Yes,,Asphalt Shingl,Hip,,Conventional,13,,,,Average,1910,0,"6 Silloway Street, Boston, MA 02124, United States of America",42.29551545,-71.06227984,42.29551984,-71.06228075,"https://www.google.com/maps/search//@42.2935198367451,-71.0622807497172,263a,35y,39.46t/data=!3m1!1e3",40.01625563,1,65.49999983,36.00005883
3,1501530000,23.67043035,0,$0.00 ,Central AC,8  DRAPER ST BOSTON MA 02122,Modern,Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$108.31 ,,Average,Frame/Clapbrd,"$882,000.00 ","$11,921.33 ","$211,700.00 ","$12,029.64 ","$1,093,700.00 ",0,Stone,Average,0,Forced Hot Air,Average,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,606 sq ft","3,605 sq ft",,3,1,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,15,,,,Average,1900,0,"8 Draper Street, Boston, MA 02122, United States of America",42.30152625,-71.06341635,42.30153139,-71.06341955,"https://www.google.com/maps/search//@42.299531385875795,-71.0634195531393,263a,35y,39.46t/data=!3m1!1e3",35.32958248,1,59.00001283,34.50006183
3,1501685000,14.63985883,0,$0.00 ,None,28  MT IDA RD BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,8,0105 (Residential Property  / THREE-FAM DWELLING),,$95.76 ,,Average,Vinyl,"$709,600.00 ","$10,665.65 ","$268,900.00 ","$10,761.41 ","$978,500.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,0 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,786 sq ft","3,626 sq ft",,3,0,1,No,Three Family,,No,,Rubber Roof,Flat,,Decker,17,,,,Average,1900,0,"28 Mount Ida Road, Boston, MA 02122, United States of America",42.3062866,-71.06487445,42.3063023,-71.06488185,"https://www.google.com/maps/search//@42.304302298808,-71.0648818539115,263a,35y,39.46t/data=!3m1!1e3",121.36,1,135.9998588,117.9998948
3,1502259010,13.31990083,0,"$3,610.53 ",None,26  EVERTON ST BOSTON MA 02121,Semi-Modern,Semi-Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$78.02 ,Average,Average,Vinyl,"$774,700.00 ","$12,502.30 ","$372,300.00 ","$8,969.79 ","$1,147,000.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,305 sq ft","7,811 sq ft",,3,0,3,No,Three Family,AVERAGE,Yes,,Rubber Roof,Flat,48,Decker,18,,,Shed,Average,1905,0,"26 Everton Street, Boston, MA 02212, United States of America",42.3049711,-71.07205298,42.30497788,-71.07205547,"https://www.google.com/maps/search//@42.3029778767871,-71.0720554664235,263a,35y,39.46t/data=!3m1!1e3",101.68,1,114.9999008,94.99994083
2.5,1501367000,49.40083686,0,"$3,610.53 ",None,190-192 HAMILTON ST BOSTON MA 02122,No Remodeling,No Remodeling,Modern,3,8,0105 (Residential Property  / THREE-FAM DWELLING),,$34.39 ,Fair,Fair,Wood Shake,"$555,300.00 ","$8,929.28 ","$263,900.00 ","$4,563.14 ","$819,200.00 ",0,Stone,Average,0,Forced Hot Air,Average,No Remodeling,No Remodeling,Modern,2 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,358 sq ft","4,000 sq ft",,3,0,3,Yes,Three Family,VERY GOOD,Yes,,Asphalt Shingl,Gable,204,Conventional,15,,,Garage,Average,1915,0,"190,192 Hamilton Street, Boston, MA 02122, United States of America",42.30534085,-71.06604915,42.30535347,-71.06605532,"https://www.google.com/maps/search//@42.303353464887294,-71.0660553221307,263a,35y,39.46t/data=!3m1!1e3",81.59903198,1,130.9998688,76.99997683
2.5,1500816000,11.73999583,0,$0.00 ,None,39-41 CORONA ST BOSTON MA 02124,Modern,Modern,Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$90.67 ,,Average,Vinyl,"$690,500.00 ","$10,156.62 ","$241,300.00 ","$10,247.29 ","$931,800.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,916 sq ft","3,855 sq ft",,3,0,3,No,Three Family,,No,,Asphalt Shingl,Hip,,Conventional,14,,,,Average,1910,0.313802665,"39 Corona Street, Dorchester, MA 02124, United States of America",42.30105,-71.06996,42.30104737,-71.06995863,"https://www.google.com/maps/search//@42.299047365280394,-71.0699586326743,263a,35y,39.46t/data=!3m1!1e3",55.76,1,67.49999583,49.00003283
2.5,1701214000,22.95996683,0,"$3,610.53 ",None,46  LINDSEY ST BOSTON MA 02124,Semi-Modern,Semi-Modern,,2,8,0104 (Residential Property  / TWO-FAM DWELLING),,$31.66 ,,Average,Vinyl,"$566,800.00 ","$8,656.78 ","$227,400.00 ","$4,287.91 ","$794,200.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,713 sq ft","4,000 sq ft",,2,0,2,Yes,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,14,,,,Average,1910,0,"46 Lindsey Street, Boston, MA 02124, United States of America",42.2970758,-71.06987875,42.29708599,-71.06988997,"https://www.google.com/maps/search//@42.295085993306095,-71.0698899656911,263a,35y,39.46t/data=!3m1!1e3",59.04,1,81.99996683,54.00002283
3,1502184000,32.93988783,0,"$3,610.53 ",None,27  OLNEY ST BOSTON MA 02121,Semi-Modern,Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$45.26 ,,Average,Vinyl,"$634,600.00 ","$9,226.85 ","$211,900.00 ","$5,661.58 ","$846,500.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,462 sq ft","2,530 sq ft",,3,0,1,No,Three Family,,Yes,,Rubber Roof,Flat,,Decker,18,,,,Average,1905,0,"27 Olney Street, Boston, MA 02125, United States of America",42.305633,-71.06984545,42.30565247,-71.06985074,"https://www.google.com/maps/search//@42.3036524673096,-71.0698507432714,263a,35y,39.46t/data=!3m1!1e3",88.56,1,121.4998878,83.49996383
3,1501769000,34.39993083,0,$0.00 ,None,43  COLEMAN ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,3,0104 (Residential Property  / TWO-FAM DWELLING),,$50.10 ,,Average,Brick/Stone,"$411,300.00 ","$6,099.64 ","$148,300.00 ","$6,149.74 ","$559,600.00 ",0,Stone,Good,0,Ht Water/Steam,Average,Semi-Modern,Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"1,698 sq ft","1,933 sq ft",,2,0,0,No,Two Family,,No,,Slate,Mansard,,Row Middle,7,,,,Fair,1899,0.727284918,"43 Coleman Street, Boston, MA 02125, United States of America",42.3082386,-71.0664368,42.30824514,-71.06643663,"https://www.google.com/maps/search//@42.306245138921796,-71.066436635002,263a,35y,39.46t/data=!3m1!1e3",65.6,1,99.99993083,59.00001283
1.5,1401272030,21.53728572,0,"$3,610.53 ",None,8  WILCUTT RD BOSTON MA 02121,Semi-Modern,Semi-Modern,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$2.09 ,,Average,Frame/Clapbrd,"$251,500.00 ","$4,909.36 ","$198,900.00 ","$1,300.92 ","$450,400.00 ",0,Stone,Average,1,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,244 sq ft","4,906 sq ft",,1,0,5,No,One Family,,Yes,,Asphalt Shingl,Gable,,Conventional,7,,,,Average,1905,0,"8 Wilcutt Road, Boston, MA 02121, United States of America",42.3033197,-71.07480345,42.30333946,-71.07480897,"https://www.google.com/maps/search//@42.3013394590366,-71.0748089686872,263a,35y,39.46t/data=!3m1!1e3",111.4625791,1,132.9998648,103.4999238
3,1500972000,23.83782213,0,"$3,610.53 ",None,25  LEVANT ST BOSTON MA 02122,No Remodeling,No Remodeling,No Remodeling,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$56.36 ,Average,Average,Wood Shake,"$716,100.00 ","$10,336.47 ","$232,200.00 ","$6,782.30 ","$948,300.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,528 sq ft","3,483 sq ft",,3,0,1,No,Three Family,AVERAGE,Yes,,Rubber Roof,Flat,72,Decker,18,,,Shed,Average,1905,0.834667927,"25 Levant Street, Dorchester, MA 02122, United States of America",42.303377,-71.069071,42.30336998,-71.0690746,"https://www.google.com/maps/search//@42.301369982807095,-71.0690746038095,263a,35y,39.46t/data=!3m1!1e3",64.6621317,1,88.49995383,60.50000983
3,1501118000,31.4036927,0,"$3,610.53 ",None,68  RIDGEWOOD ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$46.93 ,,Average,Vinyl,"$624,200.00 ","$9,393.62 ","$237,600.00 ","$5,830.02 ","$861,800.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,249 sq ft","4,058 sq ft",,3,0,2,No,Three Family,,Yes,,Composition,Flat,,Decker,15,,,,Average,1905,0,"68 Ridgewood Street, Boston, MA 02122, United States of America",42.3025324,-71.06466836,42.30255415,-71.06466708,"https://www.google.com/maps/search//@42.3005541510474,-71.064667080806,263a,35y,39.46t/data=!3m1!1e3",49.09627713,1,80.49996983,41.00004883
3,1502191000,14.35859958,0,$0.00 ,,42  OLNEY ST BOSTON MA 02121,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"11,756 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$3,099,800 ",0,,,2017,1.061837684,"42 Olney Street, Dorchester, MA 02121, United States of America",42.305314,-71.070704,42.30530579,-71.0707106,"https://www.google.com/maps/search//@42.3033057916522,-71.0707105965464,263a,35y,39.46t/data=!3m1!1e3",97.14130825,1,111.4999078,93.49994383
2,1701196000,13.01999983,0,"$3,610.53 ",None,9  LARCHMONT ST BOSTON MA 02124,Modern,Semi-Modern,,2,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$20.18 ,Average,Average,Vinyl,"$412,900.00 ","$6,718.76 ","$203,500.00 ","$3,128.41 ","$616,400.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,985 sq ft","4,000 sq ft",,1,0,3,No,One Family,VERY GOOD,Yes,,Asphalt Shingl,Gable,160,Colonial,8,,,Garage,Average,1910,0,"9 Larchmont Street, Boston, MA 02212, United States of America",42.29749565,-71.06754222,42.2975161,-71.06753921,"https://www.google.com/maps/search//@42.2955161044505,-71.0675392072832,263a,35y,39.46t/data=!3m1!1e3",52.48,1,65.49999983,47.50003583
2,1500246000,33.24946436,0,"$3,610.53 ",None,50  GREENWICH ST BOSTON MA 02122,Semi-Modern,Semi-Modern,,1,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$5.61 ,Average,Average,Wood Shake,"$308,300.00 ","$5,261.43 ","$174,400.00 ","$1,656.51 ","$482,700.00 ",0,Brick,Average,1,Ht Water/Steam,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,026 sq ft","4,500 sq ft",,1,0,6,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Gable,80,Colonial,7,,,Shed,Average,1910,0,"50 Greenwich Street, Boston, MA 02122, United States of America",42.3041259,-71.05719581,42.30414352,-71.05719272,"https://www.google.com/maps/search//@42.302143517737875,-71.05719271773444,263a,35y,39.46t/data=!3m1!1e3",12.39033564,1.5,45.6398,1.3446
3,1700298000,13.03989483,0,$0.00 ,None,31  KENBERMA RD BOSTON MA 02124,Modern,Modern,Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$106.99 ,Fair,Good,Wood Shake,"$878,900.00 ","$11,789.44 ","$202,700.00 ","$11,896.43 ","$1,081,600.00 ",0,Stone,Average,0,Ht Water/Steam,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,550 sq ft","4,119 sq ft",,3,0,4,No,Three Family,AVERAGE,No,,Composition,Flat,360,Decker,16,,,Garage,Average,1905,0,"31 Kenberma Road, Boston, MA 02124, United States of America",42.2958073,-71.07368966,42.29582397,-71.07369311,"https://www.google.com/maps/search//@42.2938239743456,-71.0736931075766,263a,35y,39.46t/data=!3m1!1e3",104.96,1,117.9998948,101.4999278
2.5,1702324000,21.22259209,0,"$3,126.45 ",None,87  BLOOMFIELD ST BOSTON MA 02124,No Remodeling,,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,Average,Fair,Vinyl,"$90,400.00 ","$3,473.83 ","$228,300.00 ",$347.38 ,"$318,700.00 ",0,Stone,Average,0,Ht Water/Steam,Fair,No Remodeling,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,817 sq ft","4,654 sq ft",,1,0,6,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Hip,741,Colonial,7,,,Garage,Average,1890,9.973860688,"87 Bloomfield Street, Boston, MA 02212, United States of America",42.2988344,-71.06970339,42.29898372,-71.06974845,"https://www.google.com/maps/search//@42.2969837161611,-71.0697484521083,263a,35y,39.46t/data=!3m1!1e3",65.77736474,1,86.99995683,60.50000983
2,1702333000,28.11993683,0,"$3,610.53 ",None,42  GREENBRIER ST BOSTON MA 02124,No Remodeling,No Remodeling,,2,7,0104 (Residential Property  / TWO-FAM DWELLING),,$18.26 ,,Average,Vinyl,"$368,200.00 ","$6,526.92 ","$230,600.00 ","$2,934.65 ","$598,800.00 ",0,Stone,Average,0,Forced Hot Air,Average,No Remodeling,No Remodeling,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,165 sq ft","3,125 sq ft",,2,0,0,No,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,15,,,,Average,1885,0,"42 Greenbrier Street, Boston, MA 02212, United States of America",42.2986741,-71.0710059,42.29868138,-71.07101649,"https://www.google.com/maps/search//@42.296681378859894,-71.0710164911096,263a,35y,39.46t/data=!3m1!1e3",68.88,1,96.99993683,60.50000983
3,1501658000,38.84777336,0,"$3,610.53 ",None,12  MARIE ST BOSTON MA 02122,Modern,Modern,Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$76.01 ,Average,Average,Wood Shake,"$848,400.00 ","$12,301.74 ","$280,200.00 ","$8,767.22 ","$1,128,600.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,618 sq ft","3,430 sq ft",,3,0,3,No,Three Family,AVERAGE,Yes,,Composition,Flat,216,Decker,15,,,Garage,Average,1905,0,"12 Marie Street, Boston, MA 02122, United States of America",42.3057641,-71.0637585,42.3057748,-71.06374952,"https://www.google.com/maps/search//@42.3037748026142,-71.0637495185936,263a,35y,39.46t/data=!3m1!1e3",122.1523636,1,161.0001369,119.9998908
3,1500656000,31.04002283,0,$0.00 ,None,34  LEROY ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,8,0105 (Residential Property  / THREE-FAM DWELLING),,$91.36 ,,Average,Brick/Stone,"$762,500.00 ","$10,226.38 ","$175,700.00 ","$10,317.74 ","$938,200.00 ",0,Stone,Good,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,168 sq ft","2,369 sq ft",,3,0,3,No,Three Family,,No,,Rubber Roof,Flat,,Decker,14,,,,Average,1940,0,"34 Leroy Street, Boston, MA 02122, United States of America",42.3013055,-71.06442619,42.30131988,-71.06442794,"https://www.google.com/maps/search//@42.2993198831458,-71.0644279365016,263a,35y,39.46t/data=!3m1!1e3",22.96,1,54.00002283,15.00010083
2,1700020000,26.41984183,0,$0.00 ,None,30  HARVARD ST BOSTON MA 02124,No Remodeling,No Remodeling,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$12.93 ,,Average,Brick/Stone,"$40,700.00 ","$2,382.74 ","$177,900.00 ","$2,395.67 ","$218,600.00 ",0,Stone,Good,1,Ht Water/Steam,Fair,No Remodeling,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"4,322 sq ft","9,440 sq ft",,1,3,3,No,One Family,,No,,Asphalt Shingl,Gable,,Conventional,9,,,,Average,1900,0,"30 Harvard Street, Boston, MA 02124, United States of America",42.2987326,-71.07495705,42.29875105,-71.0749383,"https://www.google.com/maps/search//@42.2967510468332,-71.0749383040954,263a,35y,39.46t/data=!3m1!1e3",118.08,1,144.4998418,112.9999048
3,1500983000,34.58595231,0,$0.00 ,None,50  HOMES AV BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$94.72 ,,Average,Wood Shake,"$736,300.00 ","$10,562.10 ","$232,700.00 ","$10,656.82 ","$969,000.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,639 sq ft","3,591 sq ft",,3,0,0,No,Three Family,,No,,Composition,Flat,,Decker,15,,,,Average,1905,0.612354421,"50 Homes Avenue, Dorchester, MA 02122, United States of America",42.303077,-71.069131,42.30307202,-71.06913417,"https://www.google.com/maps/search//@42.3010720182128,-71.0691341739033,263a,35y,39.46t/data=!3m1!1e3",58.91399152,1,93.49994383,54.00002283
2,1500174000,31.39807578,0,$0.00 ,None,42-44 GRANGER ST BOSTON MA 02122,No Remodeling,Semi-Modern,,2,4,0104 (Residential Property  / TWO-FAM DWELLING),,$30.80 ,Average,Fair,Frame/Clapbrd,"$166,700.00 ","$4,170.34 ","$215,900.00 ","$4,201.14 ","$382,600.00 ",0,Concrete,Average,0,None,Fair,No Remodeling,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"1,998 sq ft","4,000 sq ft",,2,0,4,No,Two Family,AVERAGE,No,,Asphalt Shingl,Gable,96,Conventional,10,,,Shed,Average,1900,0,"42;44 Granger Street, Boston, MA 02122, United States of America",42.30246275,-71.05789728,42.30247704,-71.0578998,"https://www.google.com/maps/search//@42.30047704195963,-71.05789979718875,263a,35y,39.46t/data=!3m1!1e3",10.28632422,1.5,41.6844,0.9473
3,1501375000,37.99989083,0,"$3,610.53 ",None,164-166 HAMILTON ST BOSTON MA 02122,No Remodeling,No Remodeling,No Remodeling,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$40.35 ,,Average,Asbestos,"$597,000.00 ","$8,735.26 ","$204,400.00 ","$5,165.08 ","$801,400.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,072 sq ft","1,970 sq ft",,3,0,0,No,Three Family,,Yes,,Asphalt Shingl,Hip,,Decker,18,,,,Average,1910,0,"164,166 Hamilton Street, Boston, MA 02122, United States of America",42.30608065,-71.06663378,42.30609202,-71.06663373,"https://www.google.com/maps/search//@42.3040920158441,-71.0666337304402,263a,35y,39.46t/data=!3m1!1e3",82,1,119.9998908,75.49997983
2.5,1500922000,3.059973833,0,$0.00 ,None,93  BOWDOIN ST BOSTON MA 02124,Modern,Modern,Modern,3,6,0104 (Residential Property  / TWO-FAM DWELLING),,$75.85 ,Average,Average,Vinyl,"$557,200.00 ","$8,675.31 ","$238,700.00 ","$8,751.16 ","$795,900.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,504 sq ft","4,550 sq ft",,2,0,3,No,Two Family,AVERAGE,No,,Asphalt Shingl,Gable,180,Conventional,14,,,Garage,Average,1900,6.920427636,"97 Bowdoin Street, Boston, MA 02212, United States of America",42.3021561,-71.07144523,42.30206092,-71.07137961,"https://www.google.com/maps/search//@42.3000609245824,-71.0713796139804,263a,35y,39.46t/data=!3m1!1e3",75.44,1,78.49997383,65.49999983
3,1500356000,34.5061601,0,"$3,610.53 ",None,23  EAST ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$73.55 ,,Average,Vinyl,"$886,900.00 ","$12,055.40 ","$219,100.00 ","$8,518.42 ","$1,106,000.00 ",0,Stone,Average,0,Forced Hot Air,Good,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,617 sq ft","3,216 sq ft",,3,0,0,No,Three Family,,Yes,,Asphalt Shingl,Hip,,Decker,18,,,,Average,1900,0,"23 East Street, Boston, MA 02122, United States of America",42.3077474,-71.05945676,42.30776711,-71.05946563,"https://www.google.com/maps/search//@42.3057671126005,-71.0594656339357,263a,35y,39.46t/data=!3m1!1e3",40.99381973,1,75.49997983,37.50005583
3,1600855000,11.32006883,0,$0.00 ,None,232  PARK ST BOSTON MA 02124,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$86.91 ,,Average,Frame/Clapbrd,"$646,400.00 ","$9,780.57 ","$250,900.00 ","$9,867.48 ","$897,300.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,828 sq ft","3,943 sq ft",,3,0,3,No,Three Family,,No,,Rubber Roof,Flat,,Decker,15,,,,Average,1905,0,"232 Park Street, Boston, MA 02124, United States of America",42.2976777,-71.06333366,42.29769228,-71.06333264,"https://www.google.com/maps/search//@42.2956922816794,-71.0633326440417,263a,35y,39.46t/data=!3m1!1e3",19.68,1,31.00006883,13.00010483
2.5,1701014000,4.960002833,0,"$3,610.53 ",None,34  TREMLETT ST BOSTON MA 02124,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0104 (Residential Property  / TWO-FAM DWELLING),,$77.25 ,Average,Good,Frame/Clapbrd,"$803,800.00 ","$12,426.00 ","$336,200.00 ","$8,892.72 ","$1,140,000.00 ",1,Stone,Good,1,Ht Water/Steam,Good,Modern,Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,173 sq ft","7,868 sq ft",,2,0,5,No,Two Family,AVERAGE,Yes,,Asphalt Shingl,Gable,336,Conventional,14,,,Garage,Average,1900,8.000783535,"26 Alpha Road, Boston, MA 02212, United States of America",42.29576465,-71.0684262,42.29560443,-71.06847397,"https://www.google.com/maps/search//@42.293604427369594,-71.0684739691599,263a,35y,39.46t/data=!3m1!1e3",59.04,1,64.00000283,49.00003283
2,1600785000,22.82004583,0,$0.00 ,None,27  VINSON ST BOSTON MA 02124,Semi-Modern,,,1,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$45.53 ,Poor,Average,Vinyl,"$327,200.00 ","$5,642.93 ","$190,500.00 ","$5,688.46 ","$517,700.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,882 sq ft","4,344 sq ft",,1,0,5,No,One Family,AVERAGE,No,,Asphalt Shingl,Gable,324,Colonial,8,,,Garage,Fair,1910,0,"27 Vinson Street, Boston, MA 02124, United States of America",42.2983245,-71.06497455,42.29833935,-71.06497638,"https://www.google.com/maps/search//@42.2963393516947,-71.064976377072,263a,35y,39.46t/data=!3m1!1e3",19.68,1,42.50004583,15.00010083
3,1701057000,17.50898235,0,$0.00 ,None,30  REGINA RD BOSTON MA 02124,Modern,Modern,Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$101.41 ,,Average,Vinyl,"$766,900.00 ","$11,231.36 ","$263,500.00 ","$11,332.77 ","$1,030,400.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,101 sq ft","4,827 sq ft",,3,0,3,No,Three Family,,No,,Composition,Flat,,Decker,18,,,,Average,1905,4.910755289,"30 Regina Road, Boston, MA 02124, United States of America",42.29561545,-71.07019669,42.29574142,-71.07020429,"https://www.google.com/maps/search//@42.2937414212718,-71.0702042845492,263a,35y,39.46t/data=!3m1!1e3",97.49091848,1,114.9999008,98.49993383
